62 63.9978
33 127.996
60 191.993
25 255.991
23 319.989
28 383.987
21 447.985
35 511.982
40 575.98
40 639.978
50 703.976
43 767.974
37 831.971
26 895.969
35 959.967
30 1023.96
60 1087.96
51 1151.96
28 1215.96
51 1279.96
57 1343.95
52 1407.95
37 1471.95
48 1535.95
5 1599.94
0 1663.94
0 1727.94
0 1791.94
0 1855.94
0 1919.93
0 1983.93
0 2047.93
0 2111.93
0 2175.93
0 2239.92
0 2303.92
0 2367.92
0 2431.92
0 2495.91
0 2559.91
0 2623.91
0 2687.91
0 2751.91
0 2815.9
0 2879.9
0 2943.9
0 3007.9
0 3071.89
0 3135.89
0 3199.89
0 3263.89
0 3327.89
0 3391.88
0 3455.88
0 3519.88
0 3583.88
0 3647.87
0 3711.87
0 3775.87
0 3839.87
0 3903.87
0 3967.86
0 4031.86
0 4095.86
0 4159.86
0 4223.85
0 4287.85
0 4351.85
0 4415.85
0 4479.85
0 4543.84
0 4607.84
0 4671.84
0 4735.84
0 4799.83
0 4863.83
0 4927.83
0 4991.83
0 5055.83
0 5119.82
0 5183.82
0 5247.82
0 5311.82
0 5375.81
0 5439.81
0 5503.81
0 5567.81
0 5631.81
0 5695.8
0 5759.8
0 5823.8
0 5887.8
0 5951.79
0 6015.79
0 6079.79
0 6143.79
0 6207.79
0 6271.78
0 6335.78
0 6399.78
0 6463.78
0 6527.78
0 6591.77
0 6655.77
0 6719.77
0 6783.77
0 6847.76
0 6911.76
0 6975.76
0 7039.76
0 7103.76
0 7167.75
0 7231.75
0 7295.75
0 7359.75
0 7423.74
0 7487.74
0 7551.74
0 7615.74
0 7679.74
0 7743.73
0 7807.73
0 7871.73
0 7935.73
0 7999.72
0 8063.72
0 8127.72
0 8191.72
0 8255.72
0 8319.71
0 8383.71
0 8447.71
0 8511.71
0 8575.7
0 8639.7
0 8703.7
0 8767.7
0 8831.7
0 8895.69
0 8959.69
0 9023.69
0 9087.69
0 9151.68
0 9215.68
0 9279.68
0 9343.68
0 9407.68
0 9471.67
0 9535.67
0 9599.67
0 9663.67
0 9727.66
0 9791.66
0 9855.66
0 9919.66
0 9983.66
0 10047.7
0 10111.7
0 10175.6
0 10239.6
0 10303.6
0 10367.6
0 10431.6
0 10495.6
0 10559.6
0 10623.6
0 10687.6
0 10751.6
0 10815.6
0 10879.6
0 10943.6
0 11007.6
0 11071.6
0 11135.6
0 11199.6
0 11263.6
0 11327.6
0 11391.6
0 11455.6
0 11519.6
0 11583.6
0 11647.6
0 11711.6
0 11775.6
0 11839.6
0 11903.6
0 11967.6
0 12031.6
0 12095.6
0 12159.6
0 12223.6
0 12287.6
0 12351.6
0 12415.6
0 12479.6
0 12543.6
0 12607.6
0 12671.6
0 12735.6
0 12799.6
37 63.9978
56 127.996
28 191.993
42 255.991
61 319.989
34 383.987
17 447.985
48 511.982
38 575.98
49 639.978
68 703.976
18 767.974
53 831.971
40 895.969
36 959.967
54 1023.96
56 1087.96
48 1151.96
66 1215.96
26 1279.96
34 1343.95
55 1407.95
26 1471.95
50 1535.95
29 1599.94
36 1663.94
42 1727.94
46 1791.94
25 1855.94
31 1919.93
53 1983.93
50 2047.93
0 2111.93
0 2175.93
0 2239.92
0 2303.92
0 2367.92
0 2431.92
0 2495.91
0 2559.91
0 2623.91
0 2687.91
0 2751.91
0 2815.9
0 2879.9
0 2943.9
0 3007.9
0 3071.89
0 3135.89
0 3199.89
0 3263.89
0 3327.89
0 3391.88
0 3455.88
0 3519.88
0 3583.88
0 3647.87
0 3711.87
0 3775.87
0 3839.87
0 3903.87
0 3967.86
0 4031.86
0 4095.86
0 4159.86
0 4223.85
0 4287.85
0 4351.85
0 4415.85
0 4479.85
0 4543.84
0 4607.84
0 4671.84
0 4735.84
0 4799.83
0 4863.83
0 4927.83
0 4991.83
0 5055.83
0 5119.82
0 5183.82
0 5247.82
0 5311.82
0 5375.81
0 5439.81
0 5503.81
0 5567.81
0 5631.81
0 5695.8
0 5759.8
0 5823.8
0 5887.8
0 5951.79
0 6015.79
0 6079.79
0 6143.79
0 6207.79
0 6271.78
0 6335.78
0 6399.78
0 6463.78
0 6527.78
0 6591.77
0 6655.77
0 6719.77
0 6783.77
0 6847.76
0 6911.76
0 6975.76
0 7039.76
0 7103.76
0 7167.75
0 7231.75
0 7295.75
0 7359.75
0 7423.74
0 7487.74
0 7551.74
0 7615.74
0 7679.74
0 7743.73
0 7807.73
0 7871.73
0 7935.73
0 7999.72
0 8063.72
0 8127.72
0 8191.72
0 8255.72
0 8319.71
0 8383.71
0 8447.71
0 8511.71
0 8575.7
0 8639.7
0 8703.7
0 8767.7
0 8831.7
0 8895.69
0 8959.69
0 9023.69
0 9087.69
0 9151.68
0 9215.68
0 9279.68
0 9343.68
0 9407.68
0 9471.67
0 9535.67
0 9599.67
0 9663.67
0 9727.66
0 9791.66
0 9855.66
0 9919.66
0 9983.66
0 10047.7
0 10111.7
0 10175.6
0 10239.6
0 10303.6
0 10367.6
0 10431.6
0 10495.6
0 10559.6
0 10623.6
0 10687.6
0 10751.6
0 10815.6
0 10879.6
0 10943.6
0 11007.6
0 11071.6
0 11135.6
0 11199.6
0 11263.6
0 11327.6
0 11391.6
0 11455.6
0 11519.6
0 11583.6
0 11647.6
0 11711.6
0 11775.6
0 11839.6
0 11903.6
0 11967.6
0 12031.6
0 12095.6
0 12159.6
0 12223.6
0 12287.6
0 12351.6
0 12415.6
0 12479.6
0 12543.6
0 12607.6
0 12671.6
0 12735.6
0 12799.6
29 63.9978
6 127.996
0 191.993
0 255.991
0 319.989
0 383.987
0 447.985
0 511.982
0 575.98
0 639.978
0 703.976
0 767.974
0 831.971
0 895.969
0 959.967
0 1023.96
0 1087.96
0 1151.96
0 1215.96
0 1279.96
0 1343.95
0 1407.95
0 1471.95
0 1535.95
0 1599.94
0 1663.94
0 1727.94
0 1791.94
0 1855.94
0 1919.93
0 1983.93
0 2047.93
0 2111.93
0 2175.93
0 2239.92
0 2303.92
0 2367.92
0 2431.92
0 2495.91
0 2559.91
0 2623.91
0 2687.91
0 2751.91
0 2815.9
0 2879.9
0 2943.9
0 3007.9
0 3071.89
0 3135.89
0 3199.89
0 3263.89
0 3327.89
0 3391.88
0 3455.88
0 3519.88
0 3583.88
0 3647.87
0 3711.87
0 3775.87
0 3839.87
0 3903.87
0 3967.86
0 4031.86
0 4095.86
0 4159.86
0 4223.85
0 4287.85
0 4351.85
0 4415.85
0 4479.85
0 4543.84
0 4607.84
0 4671.84
0 4735.84
0 4799.83
0 4863.83
0 4927.83
0 4991.83
0 5055.83
0 5119.82
0 5183.82
0 5247.82
0 5311.82
0 5375.81
0 5439.81
0 5503.81
0 5567.81
0 5631.81
0 5695.8
0 5759.8
0 5823.8
