36 63.9978
54 127.996
67 191.993
35 255.991
46 319.989
57 383.987
32 447.985
33 511.983
32 575.98
32 639.978
3 703.976
0 767.974
0 831.972
0 895.969
0 959.967
0 1023.97
0 1087.96
0 1151.96
0 1215.96
0 1279.96
0 1343.95
0 1407.95
0 1471.95
0 1535.95
0 1599.95
0 1663.94
0 1727.94
0 1791.94
0 1855.94
0 1919.93
0 1983.93
0 2047.93
0 2111.93
0 2175.93
0 2239.92
0 2303.92
0 2367.92
0 2431.92
0 2495.92
0 2559.91
0 2623.91
0 2687.91
0 2751.91
0 2815.9
0 2879.9
0 2943.9
0 3007.9
0 3071.9
0 3135.89
0 3199.89
0 3263.89
0 3327.89
0 3391.88
0 3455.88
0 3519.88
0 3583.88
0 3647.88
0 3711.87
0 3775.87
0 3839.87
0 3903.87
0 3967.86
0 4031.86
0 4095.86
0 4159.86
0 4223.86
0 4287.85
0 4351.85
0 4415.85
0 4479.85
0 4543.85
0 4607.84
0 4671.84
0 4735.84
0 4799.84
0 4863.83
0 4927.83
0 4991.83
0 5055.83
0 5119.83
0 5183.82
0 5247.82
0 5311.82
0 5375.82
0 5439.81
0 5503.81
0 5567.81
0 5631.81
0 5695.81
0 5759.8
0 5823.8
0 5887.8
0 5951.8
0 6015.8
0 6079.79
0 6143.79
0 6207.79
0 6271.79
0 6335.78
0 6399.78
0 6463.78
0 6527.78
0 6591.78
0 6655.77
0 6719.77
0 6783.77
0 6847.77
0 6911.76
0 6975.76
0 7039.76
0 7103.76
0 7167.76
0 7231.75
0 7295.75
0 7359.75
0 7423.75
0 7487.75
0 7551.74
0 7615.74
0 7679.74
0 7743.74
0 7807.73
0 7871.73
0 7935.73
0 7999.73
0 8063.73
0 8127.72
0 8191.72
0 8255.72
0 8319.72
0 8383.71
0 8447.71
0 8511.71
0 8575.71
0 8639.71
0 8703.7
0 8767.7
0 8831.7
0 8895.7
0 8959.69
0 9023.69
0 9087.69
0 9151.69
0 9215.69
0 9279.68
0 9343.68
0 9407.68
0 9471.68
0 9535.68
0 9599.67
0 9663.67
0 9727.67
0 9791.67
0 9855.66
0 9919.66
0 9983.66
0 10047.7
0 10111.7
0 10175.7
0 10239.7
0 10303.6
0 10367.6
0 10431.6
0 10495.6
0 10559.6
0 10623.6
0 10687.6
0 10751.6
0 10815.6
0 10879.6
0 10943.6
0 11007.6
0 11071.6
0 11135.6
0 11199.6
